学校名,所在地,設置,T_,B1_T,B1_M,B1_F,B1_U,B2_T,B2_M,B2_F,B2_U,B3_T,B3_M,B3_F,B3_U,R1_T,R1_M,R1_F,R1_U,R2_T,R2_M,R2_F,R2_U,R3_T,R3_M,R3_F,R3_U,設置_meta,共別,中高,year,B_M,B_F,R_M,R_F,卒数
白陵,兵庫,私,15,1,1,0,0,2,2,0,0,0,0,0,0,10,8,2,0,2,0,1,1,0,0,0,0,1,共,中,1989,3,0,8,3,177
函館ラ・サール,北海道,私,7,1,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,―,1989,6,0,1,0,269
武蔵,東京,私,63,14,14,0,0,11,11,0,0,4,4,0,0,24,24,0,0,7,7,0,0,3,3,0,0,1,男,中,1989,29,0,34,0,182
麻布,東京,私,94,24,24,0,0,15,15,0,0,7,7,0,0,34,34,0,0,13,13,0,0,1,1,0,0,1,男,中,1989,46,0,48,0,295
明治学園,福岡,私,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1989,0,1,0,0,158
明治大付明治,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,中,1989,0,0,1,0,
明星,大阪,私,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,中,1989,1,0,1,0,482
洛星,京都,私,26,10,10,0,0,4,4,0,0,3,3,0,0,7,7,0,0,2,2,0,0,0,0,0,0,1,男,中,1989,17,0,9,0,256
洛南,京都,私,14,6,6,0,0,1,1,0,0,1,1,0,0,4,4,0,0,2,2,0,0,0,0,0,0,1,男,―,1989,8,0,6,0,731
立教,埼玉,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1989,0,0,1,0,
立教英国学院,在外,私,4,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,0,1989,1,0,3,0,
立教女学院,東京,私,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,女,中,1989,0,0,0,2,174
六甲,兵庫,私,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1989,1,0,1,0,185
雙葉,東京,私,10,2,0,2,0,2,0,2,0,4,0,4,0,1,0,1,0,1,0,1,0,0,0,0,0,0,女,中,1989,0,8,0,2,189
都立武蔵,東京,都,6,1,1,0,0,1,1,0,0,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1989,2,1,3,0,
戸山,東京,都,31,6,6,0,0,4,4,0,0,4,3,1,0,10,9,1,0,7,5,1,1,0,0,0,0,1,共,―,1989,13,1,14,2,438
国立,東京,都,12,1,1,0,0,3,2,1,0,1,1,0,0,7,7,0,0,0,0,0,0,0,0,0,0,1,共,―,1989,4,1,7,0,483
三鷹,東京,都,4,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1989,1,0,3,0,
小石川,東京,都,8,2,2,0,0,0,0,0,0,1,1,0,0,2,2,0,0,3,3,0,0,0,0,0,0,1,共,―,1989,3,0,5,0,481
西,東京,都,20,1,0,1,0,4,3,1,0,6,2,3,1,5,3,2,0,4,2,2,0,0,0,0,0,1,共,―,1989,5,5,5,4,435
青山,東京,都,13,0,0,0,0,3,2,1,0,2,0,2,0,5,4,0,1,3,2,1,0,0,0,0,0,1,共,―,1989,2,3,6,1,386
町田,東京,都,4,1,0,1,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1989,0,1,2,0,462
日比谷,東京,都,11,3,2,1,0,3,3,0,0,0,0,0,0,3,3,0,0,2,1,1,0,0,0,0,0,1,共,―,1989,5,1,4,1,517
白鷗,東京,都,6,1,1,0,0,0,0,0,0,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,共,―,1989,2,0,4,0,385
八王子東,東京,都,11,1,1,0,0,0,0,0,0,4,2,2,0,3,3,0,0,3,0,3,0,0,0,0,0,1,共,―,1989,3,2,3,3,384
富士,東京,都,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,共,―,1989,1,0,1,2,450
立川,東京,都,7,0,0,0,0,1,1,0,0,3,1,1,1,2,2,0,0,1,1,0,0,0,0,0,0,1,共,―,1989,2,1,3,0,386
両国,東京,都,13,2,2,0,0,0,0,0,0,1,0,1,0,8,8,0,0,2,2,0,0,0,0,0,0,1,共,―,1989,2,1,10,0,461
札幌南,北海道,道,24,5,5,0,0,3,3,0,0,7,5,2,0,6,5,1,0,2,2,0,0,1,1,0,0,1,共,―,1989,13,2,8,1,457
札幌北,北海道,道,6,2,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,1,1,0,0,0,0,0,1,共,―,1989,2,1,2,1,454
茨木,大阪,府,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,共,―,1989,3,0,0,0,575
三国丘,大阪,府,5,1,1,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1989,2,0,3,0,724
北野,大阪,府,19,4,3,1,0,5,5,0,0,2,2,0,0,8,7,1,0,0,0,0,0,0,0,0,0,1,共,―,1989,10,1,7,1,584
外国の学校,―,―,8,1,1,0,0,0,0,0,0,3,3,0,0,2,2,0,0,2,2,0,0,0,0,0,0,1,―,―,1989,4,0,4,0,
大検,―,―,9,1,1,0,0,1,1,0,0,2,2,0,0,1,1,0,0,4,4,0,0,0,0,0,0,1,―,―,1989,4,0,5,0,
旭丘,愛知,県,24,6,3,2,1,3,3,0,0,4,3,1,0,8,8,0,0,2,2,0,0,1,1,0,0,1,共,―,1990,9,3,11,0,470
安積,福島,県,6,2,2,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1990,5,0,1,0,502
安積女子,福島,県,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1990,0,1,0,0,466
伊勢崎東,群馬,県,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,―,1990,1,0,0,0,
一宮,愛知,県,4,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,共,―,1990,2,0,2,0,458
宇都宮,栃木,県,16,2,2,0,0,2,2,0,0,2,2,0,0,4,4,0,0,5,5,0,0,1,1,0,0,1,男,―,1990,6,0,10,0,373
宇都宮女子,栃木,県,5,1,0,1,0,0,0,0,0,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,女,―,1990,0,4,0,1,460
宇和島東,愛媛,県,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,1,0,0,0,0,0,1,共,―,1990,0,0,3,1,485
浦和,埼玉,県,60,10,10,0,0,8,8,0,0,5,5,0,0,21,21,0,0,15,15,0,0,1,1,0,0,1,男,―,1990,23,0,37,0,531
浦和第一女子,埼玉,県,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,女,―,1990,0,3,0,2,525
横手,秋田,県,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,共,―,1990,2,0,1,0,351
横須賀,神奈川,県,7,0,0,0,0,1,1,0,0,2,2,0,0,3,1,1,1,1,0,1,0,0,0,0,0,1,共,―,1990,3,0,1,2,376
横浜翠嵐,神奈川,県,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,0,0,1,共,―,1990,0,0,3,2,468
横浜緑ケ丘,神奈川,県,10,0,0,0,0,0,0,0,0,3,1,2,0,7,6,0,1,0,0,0,0,0,0,0,0,1,共,―,1990,1,2,6,0,464
岡崎,愛知,県,11,3,1,2,0,0,0,0,0,2,1,1,0,4,3,1,0,2,2,0,0,0,0,0,0,1,共,―,1990,2,3,5,1,466
岡崎北,愛知,県,6,2,1,1,0,1,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,―,1990,2,1,3,0,466
岡山朝日,岡山,県,5,2,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1990,2,0,3,0,476
岡山芳泉,岡山,県,9,2,2,0,0,1,1,0,0,1,0,0,1,4,4,0,0,1,0,1,0,0,0,0,0,1,共,―,1990,3,0,4,1,471
下関西,山口,県,9,5,4,1,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,1,共,―,1990,5,1,3,0,393
可児,岐阜,県,6,1,1,0,0,0,0,0,0,2,0,2,0,2,1,0,1,1,1,0,0,0,0,0,0,1,共,―,1990,1,2,2,0,453
会津,福島,県,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1990,0,0,1,0,369
角田,宮城,県,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,―,1990,1,0,0,0,
岐阜,岐阜,県,19,2,1,1,0,0,0,0,0,2,2,0,0,12,12,0,0,3,3,0,0,0,0,0,0,1,共,―,1990,3,1,15,0,504
岐阜北,岐阜,県,4,2,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,共,―,1990,2,1,1,0,459
希望ケ丘,神奈川,県,7,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,3,2,1,0,0,0,0,0,1,共,―,1990,3,0,3,1,563
宮崎西,宮崎,県,15,5,5,0,0,1,1,0,0,1,1,0,0,4,3,1,0,4,3,1,0,0,0,0,0,1,共,―,1990,7,0,6,2,485
金沢泉丘,石川,県,6,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,2,2,0,0,1,1,0,0,1,共,―,1990,0,2,4,0,451
熊谷,埼玉,県,11,2,2,0,0,3,3,0,0,1,1,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,男,―,1990,6,0,5,0,480
熊本,熊本,県,15,3,3,0,0,2,1,1,0,1,0,1,0,7,7,0,0,2,2,0,0,0,0,0,0,1,共,―,1990,4,2,9,0,457
光陵,神奈川,県,9,0,0,0,0,1,1,0,0,0,0,0,0,4,4,0,0,4,3,1,0,0,0,0,0,1,共,―,1990,1,0,7,1,421
厚木,神奈川,県,17,3,2,1,0,5,5,0,0,2,2,0,0,6,5,0,1,1,1,0,0,0,0,0,0,1,共,―,1990,9,1,6,0,562
甲南,鹿児島,県,6,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,1,1,0,0,0,0,0,1,共,―,1990,1,0,4,1,499
甲府昭和,山梨,県,4,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,共,―,1990,1,2,1,0,
甲府南,山梨,県,7,0,0,0,0,1,0,1,0,1,0,1,0,3,3,0,0,2,2,0,0,0,0,0,0,1,共,―,1990,0,2,5,0,357
高岡,富山,県,23,1,1,0,0,0,0,0,0,2,0,0,2,12,11,1,0,8,8,0,0,0,0,0,0,1,共,―,1990,1,0,19,1,396
高崎,群馬,県,6,0,0,0,0,1,1,0,0,2,2,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,男,―,1990,3,0,3,0,415
高崎女子,群馬,県,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,―,1990,0,0,0,1,412
高松,香川,県,15,5,5,0,0,1,1,0,0,1,1,0,0,6,5,0,1,2,0,2,0,0,0,0,0,1,共,―,1990,7,0,5,2,494
高田,新潟,県,5,1,1,0,0,0,0,0,0,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1990,1,1,3,0,712
今治西,愛媛,県,5,0,0,0,0,1,1,0,0,0,0,0,0,3,2,0,1,1,1,0,0,0,0,0,0,1,共,―,1990,1,0,3,0,444
佐賀西,佐賀,県,5,1,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,共,―,1990,4,0,1,0,444
山形東,山形,県,9,3,3,0,0,1,1,0,0,0,0,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,共,―,1990,4,0,5,0,313
修猷館,福岡,県,8,4,4,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1990,6,0,2,0,458
秋田,秋田,県,5,2,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,共,―,1990,3,0,1,0,453
渋川,群馬,県,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,男,―,1990,0,0,2,0,346
春日部,埼玉,県,7,1,1,0,0,0,0,0,0,1,1,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,男,―,1990,2,0,5,0,521
小金,千葉,県,4,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,共,―,1990,1,1,2,0,376
小倉,福岡,県,4,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,共,―,1990,2,0,1,1,448
小田原,神奈川,県,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,2,0,0,0,0,0,0,1,共,―,1990,0,0,6,0,512
松江北,島根,県,7,1,1,0,0,0,0,0,0,1,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,共,―,1990,2,0,5,0,434
松山東,愛媛,県,4,1,1,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1990,1,0,2,0,470
沼津東,静岡,県,4,1,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1990,2,0,2,0,406
湘南,神奈川,県,41,3,2,1,0,4,4,0,0,6,3,3,0,14,14,0,0,12,10,2,0,2,2,0,0,1,共,―,1990,9,4,26,2,560
上田,長野,県,4,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1990,2,0,2,0,446
新潟,新潟,県,10,1,1,0,0,0,0,0,0,1,1,0,0,6,6,0,0,1,1,0,0,1,1,0,0,1,共,―,1990,2,0,8,0,486
新居浜西,愛媛,県,5,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,2,0,2,0,0,0,0,0,1,共,―,1990,0,1,1,3,393
真岡,栃木,県,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1990,1,0,1,0,324
神戸,兵庫,県,5,3,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,共,―,1990,4,0,1,0,515
水戸第一,茨城,県,18,2,2,0,0,0,0,0,0,5,4,1,0,6,6,0,0,5,4,1,0,0,0,0,0,1,共,―,1990,6,1,10,1,422
清水東,静岡,県,9,1,1,0,0,0,0,0,0,1,0,0,1,5,5,0,0,2,1,1,0,0,0,0,0,1,共,―,1990,1,0,6,1,409
盛岡第一,岩手,県,5,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,1,0,0,0,0,0,1,共,―,1990,1,0,1,2,351
青森,青森,県,7,0,0,0,0,0,0,0,0,2,2,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,共,―,1990,2,0,5,0,443
静岡,静岡,県,16,5,5,0,0,0,0,0,0,1,1,0,0,8,7,0,1,2,2,0,0,0,0,0,0,1,共,―,1990,6,0,9,0,418
仙台第一,宮城,県,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,―,1990,1,0,0,0,365
仙台第二,宮城,県,14,0,0,0,0,4,4,0,0,3,3,0,0,5,5,0,0,2,2,0,0,0,0,0,0,1,男,―,1990,7,0,7,0,365
千種,愛知,県,27,7,6,1,0,0,0,0,0,3,2,1,0,12,10,2,0,4,3,1,0,1,1,0,0,1,共,―,1990,8,2,14,3,459
千葉,千葉,県,62,11,10,0,1,7,7,0,0,7,6,1,0,20,19,1,0,17,13,2,2,0,0,0,0,1,共,―,1990,23,1,32,3,465
千葉女子,千葉,県,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,―,1990,0,0,0,1,
千葉東,千葉,県,4,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,―,1990,1,0,3,0,425
川越,埼玉,県,11,2,2,0,0,2,2,0,0,2,2,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,男,―,1990,6,0,5,0,528
川越女子,埼玉,県,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1990,0,1,0,0,532
船橋,千葉,県,16,2,1,0,1,1,1,0,0,3,2,1,0,9,8,1,0,1,1,0,0,0,0,0,0,1,共,―,1990,4,1,9,1,463
前橋,群馬,県,10,1,1,0,0,2,2,0,0,2,2,0,0,2,2,0,0,3,3,0,0,0,0,0,0,1,男,―,1990,5,0,5,0,406
前橋女子,群馬,県,3,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,女,―,1990,0,2,0,1,401
相模原,神奈川,県,5,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,1,共,―,1990,1,0,4,0,376
足利,栃木,県,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,―,1990,1,0,0,0,327
太田,群馬,県,10,2,2,0,0,4,4,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,男,―,1990,6,0,4,0,364
大垣北,岐阜,県,8,2,2,0,0,2,2,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,共,―,1990,4,0,4,0,460
第一女子,宮城,県,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1990,0,1,0,0,397
第二女子,宮城,県,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1990,0,1,0,0,366
筑紫丘,福岡,県,6,3,2,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,共,―,1990,3,2,1,0,469
長崎東,長崎,県,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,2,0,0,0,0,0,0,1,共,―,1990,0,0,2,1,509
長崎南,長崎,県,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,0,2,0,0,0,0,0,1,共,―,1990,1,0,1,2,510
長生,千葉,県,5,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,共,―,1990,1,0,4,0,457
長野,長野,県,7,1,1,0,0,2,2,0,0,3,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,共,―,1990,5,0,0,0,442
津山,岡山,県,5,0,0,0,0,1,1,0,0,1,0,0,1,2,2,0,0,1,1,0,0,0,0,0,0,1,共,―,1990,1,0,3,0,470
鶴丸,鹿児島,県,12,0,0,0,0,0,0,0,0,1,0,1,0,5,4,1,0,6,5,1,0,0,0,0,0,1,共,―,1990,0,1,9,2,500
土浦第一,茨城,県,25,5,4,1,0,0,0,0,0,2,0,2,0,13,12,1,0,5,3,2,0,0,0,0,0,1,共,―,1990,4,3,15,3,420
東葛飾,千葉,県,26,2,2,0,0,6,5,1,0,1,0,0,1,12,12,0,0,4,4,0,0,1,1,0,0,1,共,―,1990,7,1,17,0,470
藤島,福井,県,5,1,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,1,0,0,0,0,0,1,共,―,1990,2,0,2,1,495
徳山,山口,県,8,1,1,0,0,0,0,0,0,1,1,0,0,5,3,2,0,1,1,0,0,0,0,0,0,1,共,―,1990,2,0,4,2,493
栃木,栃木,県,8,2,2,0,0,0,0,0,0,1,1,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,男,―,1990,3,0,5,0,333
韮山,静岡,県,6,0,0,0,0,1,1,0,0,2,2,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,共,―,1990,3,0,3,0,368
柏陽,神奈川,県,8,1,1,0,0,2,2,0,0,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1990,5,0,3,0,468
半田,愛知,県,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,1,0,0,0,0,0,0,1,共,―,1990,0,0,3,0,370
磐城,福島,県,7,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,3,0,0,0,0,0,0,1,男,―,1990,2,0,5,0,509
磐田南,静岡,県,5,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,共,―,1990,2,0,3,0,421
姫路西,兵庫,県,11,2,2,0,0,1,1,0,0,2,0,2,0,3,3,0,0,3,1,2,0,0,0,0,0,1,共,―,1990,3,2,4,2,516
浜松北,静岡,県,11,2,2,0,0,0,0,0,0,2,2,0,0,6,6,0,0,1,1,0,0,0,0,0,0,1,共,―,1990,4,0,7,0,467
富山,富山,県,15,2,2,0,0,0,0,0,0,2,2,0,0,9,9,0,0,2,2,0,0,0,0,0,0,1,共,―,1990,4,0,11,0,400
富山中部,富山,県,19,2,2,0,0,0,0,0,0,1,0,1,0,13,13,0,0,3,1,2,0,0,0,0,0,1,共,―,1990,2,1,14,2,393
富士,静岡,県,5,2,2,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,1,共,―,1990,2,0,2,0,466
武生,福井,県,4,1,1,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,共,―,1990,3,1,0,0,447
福島,福島,県,4,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,男,―,1990,1,0,3,0,471
福島女子,福島,県,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1990,0,1,0,0,473
平塚江南,神奈川,県,7,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,1,1,0,0,0,0,0,0,1,共,―,1990,0,0,7,0,430
豊橋南,愛知,県,10,0,0,0,0,2,2,0,0,2,2,0,0,3,3,0,0,3,3,0,0,0,0,0,0,1,共,―,1990,4,0,6,0,462
野沢北,長野,県,5,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,1,共,―,1990,1,0,4,0,305
お茶の水女子大附,東京,国,26,4,0,4,0,4,0,4,0,6,0,6,0,6,0,6,0,6,0,6,0,0,0,0,0,0,女,中,1990,0,14,0,12,134
金沢大附,石川,国,21,9,7,1,1,1,1,0,0,2,0,0,2,8,8,0,0,0,0,0,0,1,1,0,0,1,共,中,1990,8,1,9,0,135
広島大附,広島,国,16,3,2,1,0,4,4,0,0,0,0,0,0,7,5,1,1,2,1,0,1,0,0,0,0,1,共,中,1990,6,1,6,1,205
広島大附福山,広島,国,14,3,3,0,0,1,1,0,0,3,2,1,0,7,5,1,1,0,0,0,0,0,0,0,0,1,共,中,1990,6,1,5,1,247
大阪教育大附池田,大阪,国,8,0,0,0,0,1,0,1,0,3,0,2,1,3,2,0,1,0,0,0,0,1,1,0,0,1,共,中,1990,0,3,3,0,188
大阪教育大附天王寺,大阪,国,9,4,3,1,0,1,1,0,0,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,共,中,1990,6,2,1,0,183
大阪教育大附平野,大阪,国,7,2,1,1,0,1,1,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,中,1990,4,1,2,0,132
筑波大附,東京,国,56,12,10,1,1,8,7,1,0,9,5,4,0,19,15,4,0,7,5,2,0,1,1,0,0,1,共,中,1990,22,6,21,6,249
筑波大附駒場,東京,国,95,28,28,0,0,6,6,0,0,7,7,0,0,38,38,0,0,14,14,0,0,2,2,0,0,1,男,中,1990,41,0,54,0,161
東京学芸大附,東京,国,100,23,14,9,0,9,3,4,2,14,4,8,2,34,30,2,2,17,9,4,4,3,3,0,0,1,共,中,1990,21,21,42,6,375
徳島市立,徳島,市,9,2,2,0,0,0,0,0,0,0,0,0,0,6,4,2,0,1,1,0,0,0,0,0,0,1,共,―,1990,2,0,5,2,520
カリタス女子,神奈川,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,女,中,1990,0,0,0,1,
ノートルダム清心,広島,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1990,0,0,0,1,202
フェリス女学院,神奈川,私,17,2,0,2,0,0,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,女,中,1990,0,7,0,10,149
ラ・サール,鹿児島,私,64,18,18,0,0,10,10,0,0,3,3,0,0,22,22,0,0,4,4,0,0,7,7,0,0,1,男,中,1990,31,0,33,0,271
れいめい,鹿児島,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,―,1990,0,0,1,0,289
愛光,愛媛,私,36,5,5,0,0,7,7,0,0,3,3,0,0,14,14,0,0,4,4,0,0,3,3,0,0,1,男,中,1990,15,0,21,0,246
愛知,愛知,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1990,0,0,1,0,830
浦和明の星女子,埼玉,私,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1990,0,2,0,0,264
叡明館,石川,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,中,1990,0,0,1,0,
栄光学園,神奈川,私,67,21,21,0,0,11,11,0,0,9,9,0,0,19,19,0,0,6,6,0,0,1,1,0,0,1,男,中,1990,41,0,26,0,181
横浜共立学園,神奈川,私,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1990,0,1,0,0,197
横浜雙葉,神奈川,私,3,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1990,0,3,0,0,148
岡山,岡山,私,10,4,4,0,0,2,2,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,1,男,―,1990,7,0,3,0,168
海城,東京,私,23,2,2,0,0,1,1,0,0,4,4,0,0,10,10,0,0,6,6,0,0,0,0,0,0,1,男,中,1990,7,0,16,0,516
開成,東京,私,155,35,35,0,0,25,25,0,0,13,13,0,0,65,65,0,0,11,11,0,0,6,6,0,0,1,男,中,1990,73,0,82,0,401
学習院高等科,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,中,1990,0,0,1,0,216
学習院女子高等科,東京,私,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1990,0,2,0,0,216
鎌倉学園,神奈川,私,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,中,1990,1,0,1,0,309
岩田,大分,私,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,中,1990,2,0,0,0,57
