学校名,所在地,設置,T_,B1_T,B1_M,B1_F,B1_U,B2_T,B2_M,B2_F,B2_U,B3_T,B3_M,B3_F,B3_U,R1_T,R1_M,R1_F,R1_U,R2_T,R2_M,R2_F,R2_U,R3_T,R3_M,R3_F,R3_U,設置_meta,共別,中高,year,B_M,B_F,R_M,R_F,卒数
久留米大学附設,福岡,私,51,16,16,0,0,10,10,0,0,4,4,0,0,17,17,0,0,4,4,0,0,0,0,0,0,1,男,中,1990,30,0,21,0,210
京都女子,京都,私,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1990,0,1,0,1,569
共立女子,東京,私,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1990,0,1,0,1,504
暁星,東京,私,5,1,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,男,中,1990,2,0,3,0,176
桐蔭学園,神奈川,私,102,8,7,0,1,23,23,0,0,11,10,1,0,48,46,0,2,10,9,1,0,2,2,0,0,1,併,中,1990,40,1,57,1,1431
桐光学園,神奈川,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1990,0,0,1,0,396
桐朋,東京,私,60,10,10,0,0,13,13,0,0,3,3,0,0,23,23,0,0,10,10,0,0,1,1,0,0,1,男,中,1990,26,0,34,0,346
桐朋女子,東京,私,4,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,1,共,中,1990,0,1,0,3,359
駒場東邦,東京,私,57,4,4,0,0,15,15,0,0,5,5,0,0,27,27,0,0,5,5,0,0,1,1,0,0,1,男,中,1990,24,0,33,0,247
慶應義塾,神奈川,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,中,1990,0,0,1,0,
慶應義塾女子,東京,私,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,女,中,1990,0,0,0,2,191
佼成学園,東京,私,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,中,1990,1,0,1,0,243
光塩女子学院高等科,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,女,中,1990,0,0,0,1,144
広島学院,広島,私,39,5,5,0,0,7,7,0,0,3,3,0,0,19,19,0,0,4,4,0,0,1,1,0,0,1,男,中,1990,15,0,24,0,209
弘学館,佐賀,私,8,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,0,1,男,―,1990,4,0,4,0,61
攻玉社,東京,私,5,1,1,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1990,4,0,1,0,268
江戸川学園取手,茨城,私,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,1,共,―,1990,1,0,2,1,520
甲陽学院,兵庫,私,26,13,13,0,0,2,2,0,0,0,0,0,0,7,7,0,0,3,3,0,0,1,1,0,0,1,男,中,1990,15,0,11,0,216
香川県大手前,香川,私,4,1,1,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,共,中,1990,2,1,1,0,202
高知学芸,高知,私,4,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,共,中,1990,2,0,1,1,367
高槻,大阪,私,11,2,2,0,0,0,0,0,0,4,4,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,男,中,1990,6,0,5,0,271
高田,三重,私,7,0,0,0,0,2,2,0,0,1,1,0,0,3,3,0,0,0,0,0,0,1,0,1,0,1,共,中,1990,3,0,3,1,712
国際基督教大学,東京,私,4,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,共,―,1990,2,1,0,1,242
桜蔭,東京,私,42,4,0,4,0,10,0,10,0,7,0,7,0,9,0,9,0,12,0,12,0,0,0,0,0,0,女,中,1990,0,21,0,21,241
三輪田学園,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1990,0,0,0,1,
市川,千葉,私,10,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,0,0,0,0,1,男,中,1990,6,0,4,0,653
芝,東京,私,7,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,3,0,0,0,0,0,0,1,男,中,1990,2,0,5,0,264
修道,広島,私,15,3,3,0,0,3,3,0,0,0,0,0,0,8,8,0,0,1,1,0,0,0,0,0,0,1,男,中,1990,6,0,9,0,392
駿台甲府,山梨,私,6,3,3,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1990,5,0,1,0,252
淳心学院,兵庫,私,19,3,3,0,0,1,1,0,0,5,5,0,0,8,8,0,0,1,1,0,0,1,1,0,0,1,男,中,1990,9,0,10,0,135
女子学院,東京,私,14,2,0,2,0,2,0,2,0,4,0,4,0,4,0,4,0,2,0,2,0,0,0,0,0,0,女,中,1990,0,8,0,6,240
城北,東京,私,5,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,1,男,中,1990,1,0,4,0,541
城北埼玉,埼玉,私,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,男,―,1990,0,0,3,0,573
神戸女学院高等学部,兵庫,私,3,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,女,中,1990,0,2,0,1,195
成田,千葉,私,5,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3,3,0,0,0,0,0,0,1,共,中,1990,1,0,4,0,410
成蹊,東京,私,7,1,0,0,1,0,0,0,0,3,2,1,0,0,0,0,0,3,1,1,1,0,0,0,0,1,共,中,1990,2,1,1,1,332
星野女子,埼玉,私,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1990,0,1,0,0,
清風,大阪,私,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,中,1990,3,0,0,0,1115
清風南海,大阪,私,7,2,2,0,0,1,1,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,男,中,1990,3,0,4,0,403
聖光学院,神奈川,私,19,2,2,0,0,5,5,0,0,1,1,0,0,6,6,0,0,4,4,0,0,1,1,0,0,1,男,中,1990,8,0,11,0,197
青雲,長崎,私,8,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,3,0,0,0,0,0,0,1,男,中,1990,1,0,7,0,256
静岡雙葉,静岡,私,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1990,0,1,0,0,195
跡見学園,東京,私,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1990,0,1,0,0,
浅野,神奈川,私,14,3,3,0,0,0,0,0,0,1,1,0,0,7,7,0,0,3,3,0,0,0,0,0,0,1,男,中,1990,4,0,10,0,279
創価,東京,私,9,0,0,0,0,1,1,0,0,3,3,0,0,3,3,0,0,2,1,1,0,0,0,0,0,1,共,中,1990,4,0,4,1,411
捜真女学校高等学部,神奈川,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1990,0,0,0,1,
早稲田,東京,私,9,0,0,0,0,2,2,0,0,2,2,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,男,中,1990,4,0,5,0,333
早稲田大学高等学院,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,男,中,1990,0,0,1,0,600
巣鴨,東京,私,28,2,2,0,0,6,6,0,0,2,2,0,0,13,13,0,0,5,5,0,0,0,0,0,0,1,男,中,1990,10,0,18,0,370
泰星,福岡,私,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,中,1990,1,0,0,0,
大阪星光学院,大阪,私,16,2,2,0,0,3,3,0,0,0,0,0,0,10,10,0,0,1,1,0,0,0,0,0,0,1,男,中,1990,5,0,11,0,208
滝,愛知,私,10,1,0,1,0,1,1,0,0,2,0,2,0,5,4,1,0,1,1,0,0,0,0,0,0,1,共,中,1990,1,3,5,1,396
滝川,兵庫,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1990,0,0,1,0,356
智辯学園和歌山,和歌山,私,10,2,2,0,0,0,0,0,0,1,1,0,0,5,5,0,0,1,0,1,0,1,0,1,0,1,共,中,1990,3,0,5,2,233
帝塚山学院泉ヶ丘,大阪,私,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,中,1990,2,0,0,0,245
田園調布雙葉,東京,私,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1990,0,1,0,0,127
土佐,高知,私,7,2,1,1,0,2,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,中,1990,3,1,3,0,334
東海,愛知,私,29,7,7,0,0,6,6,0,0,4,4,0,0,5,5,0,0,5,5,0,0,2,2,0,0,1,男,中,1990,17,0,12,0,496
東大寺学園,奈良,私,42,15,15,0,0,3,3,0,0,6,6,0,0,14,14,0,0,2,2,0,0,2,2,0,0,1,男,中,1990,24,0,18,0,233
東洋英和女学院高等部,東京,私,4,1,0,1,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,女,中,1990,0,3,0,1,172
同志社香里,大阪,私,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,中,1990,1,0,0,0,
奈良学園,奈良,私,4,0,0,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1990,3,0,1,0,183
灘,兵庫,私,123,44,44,0,0,12,12,0,0,4,4,0,0,38,38,0,0,5,5,0,0,20,20,0,0,1,男,中,1990,60,0,63,0,227
日本女子大附,神奈川,私,3,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,女,中,1990,0,2,0,1,413
白百合学園,東京,私,6,1,0,1,0,0,0,0,0,3,0,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,女,中,1990,0,4,0,2,176
白陵,兵庫,私,30,2,2,0,0,2,2,0,0,4,4,0,0,16,16,0,0,5,4,1,0,1,1,0,0,1,共,中,1990,8,0,21,1,174
函館ラ・サール,北海道,私,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,男,―,1990,0,0,2,0,357
不二聖心女子学院,静岡,私,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1990,0,1,0,0,
普連土学園,東京,私,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1990,0,1,0,0,141
武蔵,東京,私,65,18,18,0,0,10,10,0,0,6,6,0,0,23,23,0,0,5,5,0,0,3,3,0,0,1,男,中,1990,34,0,31,0,178
福岡大附大濠,福岡,私,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,―,1990,1,0,0,0,867
豊島岡女子学園,東京,私,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1990,0,1,0,0,448
麻布,東京,私,88,30,30,0,0,7,7,0,0,7,7,0,0,28,28,0,0,14,14,0,0,2,2,0,0,1,男,中,1990,44,0,44,0,304
明星,大阪,私,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,男,中,1990,1,0,1,0,493
洛星,京都,私,39,6,6,0,0,9,9,0,0,11,11,0,0,9,9,0,0,3,3,0,0,1,1,0,0,1,男,中,1990,26,0,13,0,267
洛南,京都,私,14,2,2,0,0,4,4,0,0,3,3,0,0,2,2,0,0,3,3,0,0,0,0,0,0,1,男,―,1990,9,0,5,0,676
立教,埼玉,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1990,0,0,1,0,
六甲,兵庫,私,6,2,2,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,中,1990,5,0,1,0,195
雙葉,東京,私,8,1,0,1,0,2,0,2,0,2,0,2,0,0,0,0,0,3,0,3,0,0,0,0,0,0,女,中,1990,0,5,0,3,188
茗溪学園,茨城,私,4,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,1,1,0,0,0,0,0,1,共,中,1990,0,1,2,1,218
頌栄女子学院,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1990,0,0,0,1,244
都立武蔵,東京,都,5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,1,共,―,1990,2,0,1,1,
戸山,東京,都,35,2,2,0,0,6,6,0,0,10,4,4,2,7,6,1,0,9,7,2,0,1,1,0,0,1,共,―,1990,12,4,14,3,471
国立,東京,都,21,4,4,0,0,3,3,0,0,4,4,0,0,7,7,0,0,3,3,0,0,0,0,0,0,1,共,―,1990,11,0,10,0,467
小石川,東京,都,15,2,1,1,0,3,3,0,0,3,1,1,1,3,3,0,0,4,2,1,1,0,0,0,0,1,共,―,1990,5,2,5,1,476
西,東京,都,25,3,2,1,0,5,5,0,0,5,3,2,0,9,9,0,0,3,1,2,0,0,0,0,0,1,共,―,1990,10,3,10,2,468
青山,東京,都,14,1,1,0,0,1,1,0,0,5,3,1,1,4,2,2,0,3,2,1,0,0,0,0,0,1,共,―,1990,5,1,4,3,399
竹早,東京,都,4,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,―,1990,1,0,3,0,292
町田,東京,都,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,2,0,0,0,0,0,1,共,―,1990,0,1,2,2,379
日比谷,東京,都,8,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,5,4,1,0,0,0,0,0,1,共,―,1990,0,1,6,1,432
八王子東,東京,都,13,1,1,0,0,0,0,0,0,0,0,0,0,8,7,1,0,3,2,1,0,1,1,0,0,1,共,―,1990,1,0,10,2,421
富士,東京,都,5,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,共,―,1990,2,1,2,0,466
立川,東京,都,11,2,2,0,0,0,0,0,0,3,2,1,0,5,5,0,0,1,0,1,0,0,0,0,0,1,共,―,1990,4,1,5,1,422
両国,東京,都,9,2,2,0,0,1,1,0,0,0,0,0,0,2,1,1,0,4,3,1,0,0,0,0,0,1,共,―,1990,3,0,4,2,430
旭川東,北海道,道,4,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,共,―,1990,3,0,1,0,439
札幌南,北海道,道,13,3,1,1,1,3,2,1,0,1,0,0,1,5,4,1,0,1,0,1,0,0,0,0,0,1,共,―,1990,3,2,4,2,466
札幌北,北海道,道,5,0,0,0,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,共,―,1990,1,0,4,0,459
茨木,大阪,府,4,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,共,―,1990,1,1,2,0,578
三国丘,大阪,府,5,2,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,共,―,1990,2,2,1,0,768
四條畷,大阪,府,6,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,共,―,1990,1,0,5,0,674
生野,大阪,府,6,3,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,―,1990,3,0,3,0,
天王寺,大阪,府,4,1,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1990,2,0,2,0,572
北野,大阪,府,11,0,0,0,0,2,1,1,0,3,2,1,0,4,4,0,0,1,1,0,0,1,0,1,0,1,共,―,1990,3,2,5,1,664
大検,―,―,16,5,5,0,0,1,1,0,0,4,4,0,0,2,2,0,0,2,2,0,0,2,2,0,0,1,―,―,1990,10,0,6,0,
旭丘,愛知,県,24,5,5,0,0,2,2,0,0,4,2,2,0,6,5,0,1,4,3,1,0,3,2,0,1,1,共,―,1991,9,2,10,1,467
安積,福島,県,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1991,1,0,1,0,467
安積女子,福島,県,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1991,0,1,0,0,434
一宮,愛知,県,4,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,共,―,1991,2,0,2,0,459
宇都宮,栃木,県,13,0,0,0,0,0,0,0,0,2,2,0,0,9,9,0,0,2,2,0,0,0,0,0,0,1,男,―,1991,2,0,11,0,378
宇都宮女子,栃木,県,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1991,0,1,0,0,425
浦和,埼玉,県,58,10,10,0,0,10,10,0,0,4,4,0,0,30,30,0,0,4,4,0,0,0,0,0,0,1,男,―,1991,24,0,34,0,526
浦和第一女子,埼玉,県,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1991,0,2,0,0,522
横須賀,神奈川,県,10,0,0,0,0,1,1,0,0,2,2,0,0,3,3,0,0,4,3,1,0,0,0,0,0,1,共,―,1991,3,0,6,1,370
横浜翠嵐,神奈川,県,10,0,0,0,0,2,2,0,0,2,0,2,0,5,4,1,0,1,0,1,0,0,0,0,0,1,共,―,1991,2,2,4,2,518
横浜緑ケ丘,神奈川,県,4,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1991,1,0,3,0,481
岡崎,愛知,県,24,1,1,0,0,4,4,0,0,2,2,0,0,14,12,1,1,3,1,1,1,0,0,0,0,1,共,―,1991,7,0,13,2,468
岡崎北,愛知,県,16,5,5,0,0,1,1,0,0,0,0,0,0,8,7,1,0,2,2,0,0,0,0,0,0,1,共,―,1991,6,0,9,1,462
岡山操山,岡山,県,4,2,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1991,1,1,2,0,498
岡山朝日,岡山,県,4,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,共,―,1991,1,1,1,1,492
岡山芳泉,岡山,県,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,共,―,1991,4,0,0,0,491
下関西,山口,県,5,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,共,―,1991,1,0,4,0,400
加古川東,兵庫,県,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,1,共,―,1991,1,0,2,1,558
可児,岐阜,県,10,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,3,0,0,0,0,0,0,1,共,―,1991,3,0,7,0,513
会津,福島,県,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1991,1,0,1,0,351
丸亀,香川,県,9,2,1,0,1,0,0,0,0,1,0,1,0,6,5,1,0,0,0,0,0,0,0,0,0,1,共,―,1991,1,1,5,1,496
岐阜,岐阜,県,19,3,3,0,0,1,1,0,0,3,3,0,0,8,8,0,0,4,3,1,0,0,0,0,0,1,共,―,1991,7,0,11,1,518
希望ケ丘,神奈川,県,4,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,共,―,1991,2,0,2,0,561
宮崎西,宮崎,県,10,1,1,0,0,1,1,0,0,1,0,1,0,5,4,1,0,1,1,0,0,1,1,0,0,1,共,―,1991,2,1,6,1,481
桐生,群馬,県,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1991,1,0,1,0,373
金沢泉丘,石川,県,12,3,3,0,0,1,1,0,0,2,1,0,1,5,4,0,1,1,1,0,0,0,0,0,0,1,共,―,1991,5,0,5,0,446
熊谷,埼玉,県,10,1,1,0,0,1,1,0,0,0,0,0,0,4,4,0,0,4,4,0,0,0,0,0,0,1,男,―,1991,2,0,8,0,517
熊本,熊本,県,14,6,4,2,0,2,2,0,0,1,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,1,共,―,1991,6,3,5,0,499
光陵,神奈川,県,12,2,2,0,0,3,3,0,0,1,1,0,0,2,2,0,0,4,4,0,0,0,0,0,0,1,共,―,1991,6,0,6,0,427
厚木,神奈川,県,15,2,2,0,0,0,0,0,0,1,0,1,0,9,9,0,0,3,2,1,0,0,0,0,0,1,共,―,1991,2,1,11,1,563
甲府南,山梨,県,9,0,0,0,0,1,0,1,0,3,0,2,1,4,4,0,0,1,1,0,0,0,0,0,0,1,共,―,1991,0,3,5,0,356
高岡,富山,県,29,3,3,0,0,1,1,0,0,8,3,5,0,11,11,0,0,5,5,0,0,1,1,0,0,1,共,―,1991,7,5,17,0,445
高崎,群馬,県,13,0,0,0,0,1,1,0,0,3,3,0,0,5,5,0,0,3,3,0,0,1,1,0,0,1,男,―,1991,4,0,9,0,418
高崎女子,群馬,県,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1991,0,1,0,0,422
高志,福井,県,10,2,2,0,0,0,0,0,0,2,2,0,0,5,5,0,0,1,1,0,0,0,0,0,0,1,共,―,1991,4,0,6,0,534
高松,香川,県,12,2,2,0,0,2,2,0,0,3,3,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,共,―,1991,7,0,5,0,530
今治西,愛媛,県,6,2,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,共,―,1991,3,1,2,0,447
山形東,山形,県,7,2,2,0,0,0,0,0,0,2,1,1,0,2,2,0,0,0,0,0,0,1,1,0,0,1,共,―,1991,3,1,3,0,307
山口,山口,県,8,2,2,0,0,1,1,0,0,0,0,0,0,2,2,0,0,3,2,1,0,0,0,0,0,1,共,―,1991,3,0,4,1,531
時習館,愛知,県,4,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,1,共,―,1991,1,0,2,1,461
修猷館,福岡,県,7,0,0,0,0,2,1,1,0,1,1,0,0,3,3,0,0,0,0,0,0,1,1,0,0,1,共,―,1991,2,1,4,0,480
秋田,秋田,県,10,1,1,0,0,2,2,0,0,3,1,2,0,3,2,0,1,1,1,0,0,0,0,0,0,1,共,―,1991,4,2,3,0,455
春日部,埼玉,県,4,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,男,―,1991,2,0,2,0,521
小倉,福岡,県,6,3,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,―,1991,3,0,3,0,516
小田原,神奈川,県,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,共,―,1991,1,1,2,0,477
松江南,島根,県,4,1,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1991,2,0,2,0,425
松江北,島根,県,5,1,0,1,0,0,0,0,0,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1991,0,2,3,0,445
松本深志,長野,県,9,2,2,0,0,2,2,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,1,共,―,1991,4,0,4,1,401
沼津東,静岡,県,8,0,0,0,0,2,2,0,0,0,0,0,0,5,4,1,0,1,0,1,0,0,0,0,0,1,共,―,1991,2,0,4,2,409
湘南,神奈川,県,30,3,2,1,0,2,2,0,0,4,4,0,0,14,13,1,0,6,5,1,0,1,0,1,0,1,共,―,1991,8,1,18,3,562
上田,長野,県,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,共,―,1991,0,0,4,0,454
新潟,新潟,県,6,2,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,共,―,1991,2,2,1,0,533
新居浜西,愛媛,県,5,1,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,1,共,―,1991,2,0,2,1,502
真岡,栃木,県,7,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,5,5,0,0,0,0,0,0,1,男,―,1991,1,0,6,0,375
神戸,兵庫,県,4,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,共,―,1991,1,0,1,1,556
諏訪清陵,長野,県,5,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,1,1,0,0,1,共,―,1991,1,0,4,0,360
水戸第一,茨城,県,20,3,3,0,0,3,3,0,0,3,2,1,0,5,4,1,0,6,5,1,0,0,0,0,0,1,共,―,1991,8,1,9,2,468
清水東,静岡,県,11,1,1,0,0,1,1,0,0,0,0,0,0,4,3,0,1,5,5,0,0,0,0,0,0,1,共,―,1991,2,0,8,0,415
盛岡第一,岩手,県,8,2,1,1,0,0,0,0,0,1,0,1,0,4,4,0,0,1,1,0,0,0,0,0,0,1,共,―,1991,1,2,5,0,357
青森,青森,県,5,3,2,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,共,―,1991,3,0,1,0,438
静岡,静岡,県,6,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,1,0,1,0,1,1,0,0,1,共,―,1991,2,0,3,1,416
仙台第一,宮城,県,4,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,男,―,1991,1,0,3,0,362
仙台第二,宮城,県,8,4,4,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,男,―,1991,5,0,3,0,395
千種,愛知,県,20,5,4,1,0,1,1,0,0,5,3,2,0,3,3,0,0,5,3,2,0,1,1,0,0,1,共,―,1991,8,3,7,2,468
千葉,千葉,県,61,12,9,3,0,8,8,0,0,5,5,0,0,24,24,0,0,11,10,1,0,1,1,0,0,1,共,―,1991,22,3,35,1,471
千葉東,千葉,県,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,1,共,―,1991,0,0,6,0,424
川越,埼玉,県,14,1,1,0,0,2,2,0,0,5,5,0,0,4,4,0,0,2,2,0,0,0,0,0,0,1,男,―,1991,8,0,6,0,
川越女子,埼玉,県,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1991,0,1,0,0,524
