学校名,所在地,設置,T_1980,Z_1980,K_1980,B1,B1_T_Z_1980,B1_M_Z_1980,B1_F_Z_1980,B1_U_Z_1980,B1_T_K_1980,B1_M_K_1980,B1_F_K_1980,B1_U_K_1980,B2,B2_T_Z_1980,B2_M_Z_1980,B2_F_Z_1980,B2_U_Z_1980,B2_T_K_1980,B2_M_K_1980,B2_F_K_1980,B2_U_K_1980,B3,B3_T_Z_1980,B3_M_Z_1980,B3_F_Z_1980,B3_U_Z_1980,B3_T_K_1980,B3_M_K_1980,B3_F_K_1980,B3_U_K_1980,R1,R1_T_Z_1980,R1_M_Z_1980,R1_F_Z_1980,R1_U_Z_1980,R1_T_K_1980,R1_M_K_1980,R1_F_K_1980,R1_U_K_1980,R2,R2_T_Z_1980,R2_M_Z_1980,R2_F_Z_1980,R2_U_Z_1980,R2_T_K_1980,R2_M_K_1980,R2_F_K_1980,R2_U_K_1980,R3,R3_T_Z_1980,R3_M_Z_1980,R3_F_Z_1980,R3_U_Z_1980,R3_T_K_1980,R3_M_K_1980,R3_F_K_1980,R3_U_K_1980,設置_meta,共別,中高,合格者数,Year
兵庫,兵庫,県,3,3,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
小野,兵庫,県,3,3,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
智辯学園,奈良,私,3,3,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,3,1991
松江東,島根,県,3,3,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
岡山大安寺,岡山,県,3,3,,1,1,1,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
岡山一宮,岡山,県,3,2,,1,1,1,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
岡山白陵,岡山,私,3,3,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,3,1991
城東,徳島,県,3,2,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
脇町,徳島,県,3,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,3,3,3,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
佐賀西,佐賀,県,3,3,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
長崎東,長崎,県,3,3,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
長崎北陽台,長崎,県,3,3,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
甲南,鹿児島,県,3,3,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
れいめい,鹿児島,私,3,3,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共[男],中,3,1991
昭和薬科大附,沖縄,私,3,3,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
外国の学校,―,―,3,3,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,1,―,―,3,1991
岩見沢東,北海道,道,2,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
横手,秋田,県,2,2,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
酒田東,山形,県,2,1,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
下妻第一,茨城,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
清真学園,茨城,私,2,2,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,2,1991
佐原,千葉,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
大泉,東京,都,2,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
白鷗,東京,都,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
富士,東京,都,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,共,―,2,1991
青山学院高等部,東京,私,2,2,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,中,2,1991
成城学園,東京,私,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,2,1991
帝京,東京,私,2,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,中,2,1991
港南台,神奈川,県,2,2,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
追浜,神奈川,県,2,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
金沢,神奈川,市,2,1,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
高田,新潟,県,2,2,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
小松,石川,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
大野,福井,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
野沢北,長野,県,2,2,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
伊那北,長野,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
藤枝東,静岡,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
明和,愛知,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
菊里,愛知,市,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
桑名,三重,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
四日市,三重,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
津,三重,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
膳所,滋賀,県,2,2,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
福知山,京都,府,2,2,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
寝屋川,大阪,府,2,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
畝傍,奈良,県,2,2,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
向陽,和歌山,県,2,2,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
出雲,島根,県,2,2,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
浜田,島根,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
倉敷青陵,岡山,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
倉敷南,岡山,県,2,2,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
総社,岡山,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
金光学園,岡山,私,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,2,1991
岩国,山口,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
宇部,山口,県,2,2,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
西条,愛媛,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
土佐塾,高知,私,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
長崎南,長崎,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
諫早,長崎,県,2,2,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
島原,長崎,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
済々黌,熊本,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
大分舞鶴,大分,県,2,2,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
大分東,大分,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
大分,大分,私,2,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
宮崎南,宮崎,県,2,2,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
鹿屋,鹿児島,県,2,2,,1,1,1,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
開邦,沖縄,県,2,2,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,2,1991
札幌手稲,北海道,道,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
札幌開成,北海道,市,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
函館中部,北海道,道,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
小樽潮陵,北海道,道,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
小樽桜陽,北海道,道,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
滝川,北海道,道,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
名寄,北海道,道,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
稚内,北海道,道,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
室蘭栄,北海道,道,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
五所川原,青森,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
三本木,青森,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
花巻北,岩手,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
黒沢尻北,岩手,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
水沢,岩手,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
大館鳳鳴,秋田,県,1,1,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
寒河江,山形,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
鶴岡南,山形,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
日立第一,茨城,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
下館第一,茨城,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
竹園,茨城,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
水戸桜ノ牧,茨城,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
常総学院,茨城,私,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
不動岡,埼玉,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
大宮,埼玉,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
越谷北,埼玉,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
秀明,埼玉,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1991
千葉南,千葉,県,1,1,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
薬園台,千葉,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
国府台,千葉,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
佐倉,千葉,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
成東,千葉,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
安房,千葉,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
市立千葉,千葉,市,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
成田,千葉,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1991
専修大学松戸,千葉,私,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
渋谷教育学園幕張,千葉,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
東京大附,東京,国,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,中,1,1991
東京学芸大附大泉,東京,国,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1991
北園,東京,都,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
北多摩,東京,都,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
駒場,東京,都,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
鷺宮,東京,都,1,1,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
高島,東京,都,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
竹早,東京,都,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
調布北,東京,都,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
豊多摩,東京,都,1,1,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
松原,東京,都,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
三田,東京,都,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
八王子高陵,東京,都,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
日野台,東京,都,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
桐朋女子,東京,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,中,1,1991
帝京大学,東京,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1991
錦城,東京,私,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
国際基督教大学,東京,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
穎明館,東京,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
鶴見,神奈川,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
市ケ尾,神奈川,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
鎌倉,神奈川,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
茅ヶ崎北陵,神奈川,県,1,1,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
麻溝台,神奈川,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
津久井浜,神奈川,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
大和,神奈川,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
二宮,神奈川,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
新潟江南,新潟,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
新発田,新潟,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
佐渡,新潟,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1991
