学校名,所在地,設置,T_1980,Z_1980,K_1980,B1,B1_T_Z_1980,B1_M_Z_1980,B1_F_Z_1980,B1_U_Z_1980,B1_T_K_1980,B1_M_K_1980,B1_F_K_1980,B1_U_K_1980,B2,B2_T_Z_1980,B2_M_Z_1980,B2_F_Z_1980,B2_U_Z_1980,B2_T_K_1980,B2_M_K_1980,B2_F_K_1980,B2_U_K_1980,B3,B3_T_Z_1980,B3_M_Z_1980,B3_F_Z_1980,B3_U_Z_1980,B3_T_K_1980,B3_M_K_1980,B3_F_K_1980,B3_U_K_1980,R1,R1_T_Z_1980,R1_M_Z_1980,R1_F_Z_1980,R1_U_Z_1980,R1_T_K_1980,R1_M_K_1980,R1_F_K_1980,R1_U_K_1980,R2,R2_T_Z_1980,R2_M_Z_1980,R2_F_Z_1980,R2_U_Z_1980,R2_T_K_1980,R2_M_K_1980,R2_F_K_1980,R2_U_K_1980,R3,R3_T_Z_1980,R3_M_Z_1980,R3_F_Z_1980,R3_U_Z_1980,R3_T_K_1980,R3_M_K_1980,R3_F_K_1980,R3_U_K_1980,設置_meta,共別,中高,合格者数,Year
長後,神奈川,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
相模大野,神奈川,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
湘南学園,神奈川,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1990
村上,新潟,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
三条,新潟,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
佐渡,新潟,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
砺波,富山,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
富来,石川,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1990
輪島,石川,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
大野,福井,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
武生東,福井,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
屋代,長野,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
諏訪清陵,長野,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
飯田,長野,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
伊東,静岡,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
浜松西,静岡,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
加藤学園暁秀,静岡,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1990
静岡学園,静岡,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1990
明和,愛知,県,1,1,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
瑞陵,愛知,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
名古屋西,愛知,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
刈谷北,愛知,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
西尾,愛知,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
成章,愛知,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
犬山南,愛知,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
高蔵寺,愛知,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
豊川,愛知,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
四日市,三重,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
四日市南,三重,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
松阪,三重,県,1,1,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
宇治山田,三重,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
伊勢,三重,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
彦根東,滋賀,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
安曇川,滋賀,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
紫野,京都,市,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
洛西,京都,府,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
西乙訓,京都,府,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
京都成章,京都,私,1,1,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
豊中,大阪,府,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
春日丘,大阪,府,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
大手前,大阪,府,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
寝屋川,大阪,府,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
高津,大阪,府,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
山田,大阪,府,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
清教学園,大阪,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1990
御影,兵庫,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
長田,兵庫,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
尼崎北,兵庫,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
宝塚東,兵庫,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
川西緑台,兵庫,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
明石北,兵庫,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
加古川西,兵庫,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
小野,兵庫,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
姫路東,兵庫,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
洲本,兵庫,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
相生,兵庫,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
市立西宮,兵庫,市,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
芦屋南,兵庫,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
宝塚北,兵庫,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
郡山,奈良,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
畝傍,奈良,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
帝塚山,奈良,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,併,中,1,1990
天理,奈良,私,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1990
智辯学園,奈良,私,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1990
西大和学園,奈良,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
向陽,和歌山,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
新宮,和歌山,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
鳥取東,鳥取,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
倉吉東,鳥取,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
松江南,島根,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
大社,島根,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
浜田,島根,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
岡山操山,岡山,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
倉敷古城池,岡山,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
総社南,岡山,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
岡山白陵,岡山,私,1,1,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1990
海田,広島,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
尾道北,広島,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
舟入,広島,市,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
柳井,山口,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
下松,山口,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
山口,山口,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
宇部,山口,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
富岡東,徳島,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
三本松,香川,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
高松東,香川,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
香川県大手前高松,香川,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,1,1990
三島,愛媛,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
大洲,愛媛,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
八幡浜,愛媛,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
中村,高知,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
土佐塾,高知,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
門司,福岡,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
八幡,福岡,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
武雄,佐賀,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
長崎北,長崎,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
佐世保南,長崎,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
佐世保北,長崎,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
佐世保西,長崎,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
諫早,長崎,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
川棚,長崎,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
長崎北陽台,長崎,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
八代,熊本,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
人吉,熊本,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
大分上野丘,大分,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
大分舞鶴,大分,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
大分雄城台,大分,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
津久見,大分,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
佐伯鶴城,大分,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
大分,大分,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
宮崎大宮,宮崎,県,1,1,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
宮崎南,宮崎,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
日南,宮崎,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
宮崎北,宮崎,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
鹿屋,鹿児島,県,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
鹿児島城西,鹿児島,私,1,1,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,1,1990
釧路湖陵,北海道,道,3,2,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
弘前,青森,県,3,3,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
米沢興譲館,山形,県,3,3,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
木更津,千葉,県,3,3,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
志学館,千葉,私,3,3,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,共,中,3,1991
川和,神奈川,県,3,2,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
長岡,新潟,県,3,2,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
大垣北,岐阜,県,3,3,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,共,―,3,1991
多治見北,岐阜,県,3,3,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
一宮西,愛知,県,3,3,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
五条,愛知,県,3,3,,,0,0,,,,0,,,,0,0,,,,0,,,2,2,2,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
半田,愛知,県,3,3,,1,1,1,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
南山,愛知,私,3,3,,1,1,1,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,併,中,3,1991
津西,三重,県,3,3,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
暁,三重,私,3,3,,3,3,3,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,中,3,1991
大手前,大阪,府,3,3,,,0,0,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,2,2,2,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
四條畷,大阪,府,3,3,,,0,0,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,3,3,3,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
三国丘,大阪,府,3,2,,1,1,1,,,,0,,,,0,0,,,,0,,,1,1,1,,,,0,,,1,1,1,,,,0,,,,0,0,,,,0,,,,0,0,,,,0,,,1,共,―,3,1991
